filename,person_name,github,twitter,url,country,badges,gravatar,orcid_
mcgaughey_david,David McGaughey,davemcg,david_mcgaughey,http://davemcg.github.io,US,2,b7a3565e0a0ea711d81f0529365d3940,nan
mcgoveran_catherine,Catherine McGoveran,kittmcg,kittmcg,,CA,"2,5",762d1c38d33501ff863af7aa208e8f4f,nan
mclean_cameron,Cameron McLean,cameronmclean,@cammerschooner,http://cameronmclean.github.io/,NZ,"2,5",943fbee333b827e9331f39bee4109273,0000-0002-9836-3824
mctavish_emily jane,Emily Jane McTavish,snacktavish,snacktavish,https://mctavishlab.github.io,US,"2,5",668c3fa5620327e6f00f63d53d692bd3,nan
melamed_anat,Anat Melamed,anatmela,,,GB,5,026007405d7063c0c363a1036cd72c47,nan
metz_jeremy,Jeremy Metz,jmetz,metzjp,,GB,2,4c794978de2f7a314b349f68bf0aad91,nan
michonneau_françois,François Michonneau,fmichonneau,fmic_,http://francoismichonneau.net,US,"2,5,6,7",c6be8ac1662bc7aacd03c5d1a9d6575f,0000-0002-9092-966X
miller_jeffrey,Jeffrey Miller,jthmiller,JMiller_Evomics,http://jthmiller.github.io/,US,5,fbce3aa732e011276377068dd0db1b87,0000-0003-2326-1855
minotto_alice,Alice Minotto,aliceminotto,rosysnake,,GB,2,066374993ea541c43bf53bdb1c11b6e5,0000-0002-1670-1675
miotto_amanda,Amanda Miotto,amandamiotto,amandamiottoGU,,AU,"2,5",6bb63c08da6054ac01daceec267f4f56,nan
mishra_satya,Satya Mishra,snmishra,,,US,2,4b42a7c8fb660603ec0292405eedbca9,nan
moore_timothy,Timothy Moore,tem11010,TimothyEMoore,http://timothyemoore.com,US,2,b5f7e0557377174bf4f7b9413fb1f9fd,0000-0002-9576-0517
moore_katie,Katie Moore,kdottiemo,,,US,2,3b028438178a6cff76183e04929f3e64,nan
morley_alexander,Alexander Morley,alexmorley,alex__morley,http://alexmorley.me,GB,2,c540abcb37c00d84836d46997087b4ed,nan
morrell_thomas,Thomas Morrell,tmorrell,temorrell,,US,"2,5",667501c54487f066fb9beed64a3a1f10,0000-0001-9266-5146
mount_sarah,Sarah Mount,snim2,snim2,http://snim2.org,GB,2,8fd5badb01bbc9389476e9394ab6607e,nan
moyers_brook,Brook Moyers,btmoyers,brooklebee,http://www.brookmoyers.com,US,"2,5",35b66ac4fd8657f58d48e286e17fe6e0,0000-0003-0340-9488
mudrak_erika,Erika Mudrak,emudrak,ErikaMudrak,,US,"2,5",323e656d345d32ab58806046164ace07,nan
muller_tomas,Tomas Muller,temuller,,,GB,2,d0c41a70de170d5b2d43913d8adc965e,0000-0003-3939-7167
mędrela_christopher,Christopher Mędrela,chrismedrela,,,PL,"2,5",c4a3648cb15e6fc23e6a46adb1b2bae0,nan
nanda_pariksheet,Pariksheet Nanda,omsai,libomsai,,US,"2,5",0b24e1fd85fdbf2e4effe8ceac417a3c,0000-0001-9726-4552
nederbragt_lex,Lex Nederbragt,lexnederbragt,lexnederbragt,http://flxlex.flavors.me/,NO,"2,4,5,6,7",e26091781672619da8899b745044f00f,0000-0001-5539-0999
neeb_moritz,Moritz Neeb,zormit,zormit,,DE,"2,5",c9dce2328b7188f3772ba0024214a022,nan
nelson_ethan,Ethan Nelson,ethan-nelson,,,US,2,efc767b77d7c0909a6ab198f423df324,0000-0002-2354-0945
nenadic_aleksandra,Aleksandra Nenadic,anenadic,,http://orcid.org/0000-0002-2269-3894,GB,"2,5,7",9a87b53ab6dd04ebf94d7292ec718fe9,0000-0002-2269-3894
nielbo_kristoffer,Kristoffer Nielbo,digitaltxtlab,nielbo23,https://knielbo.github.io//,DK,2,b21c47eb38b8ba5de3154be929c5efc5,0000-0002-5116-5070
